name,concept_id
amisulpride,41193923
amisulpride,41193924
amisulpride,41193925
amisulpride,41193926
amisulpride,41200798
amisulpride,41200799
amisulpride,41200800
amisulpride,41200801
amisulpride,41200802
amisulpride,41200803
amisulpride,41200804
amisulpride,41200805
amisulpride,41200806
amisulpride,41200807
amisulpride,41200808
amisulpride,41200809
amisulpride,41200810
amisulpride,41205134
amisulpride,41205135
amisulpride,41208305
amisulpride,41213174
amisulpride,41224979
amisulpride,41224982
amisulpride,41224983
amisulpride,41224984
amisulpride,41224985
amisulpride,41224986
amisulpride,41224987
amisulpride,41224988
amisulpride,41224989
amisulpride,41224990
amisulpride,41224991
amisulpride,41224992
amisulpride,41224993
amisulpride,41224995
amisulpride,41224996
amisulpride,41231835
amisulpride,41231836
amisulpride,41231837
amisulpride,41231838
amisulpride,41231839
amisulpride,41231840
amisulpride,41231841
amisulpride,41231842
amisulpride,41231843
amisulpride,41231844
amisulpride,41231845
amisulpride,41231846
amisulpride,41231847
amisulpride,41231848
amisulpride,41239241
amisulpride,41239242
amisulpride,41239244
amisulpride,41244139
amisulpride,41244140
amisulpride,41255902
amisulpride,41255904
amisulpride,41255905
amisulpride,41255906
amisulpride,41255907
amisulpride,41255908
amisulpride,41255909
amisulpride,41255910
amisulpride,41255913
amisulpride,41255914
amisulpride,41255915
amisulpride,41255916
amisulpride,41255917
amisulpride,41255918
amisulpride,41255919
amisulpride,41262592
amisulpride,41262593
amisulpride,41262594
amisulpride,41262595
amisulpride,41262596
amisulpride,41262597
amisulpride,41262598
amisulpride,41262599
amisulpride,41262600
amisulpride,41262601
amisulpride,41262602
amisulpride,41262603
amisulpride,41262604
amisulpride,41262605
amisulpride,41264325
amisulpride,41266964
amisulpride,41266965
amisulpride,41266966
amisulpride,41275048
amisulpride,41275049
amisulpride,41275050
amisulpride,41275051
amisulpride,41286974
amisulpride,41286975
amisulpride,41286976
amisulpride,41286978
amisulpride,41286979
amisulpride,41286980
amisulpride,41286981
amisulpride,41286982
amisulpride,41286983
amisulpride,41286984
amisulpride,41293792
amisulpride,41293791
amisulpride,41293784
amisulpride,41293785
amisulpride,41293786
amisulpride,41293787
amisulpride,41293788
amisulpride,41293789
amisulpride,41293790
amisulpride,41293793
amisulpride,41293794
amisulpride,41293795
amisulpride,41293796
amisulpride,41293797
amisulpride,41293798
amisulpride,41293799
amisulpride,41297961
amisulpride,41301173
amisulpride,41306144
amisulpride,41306145
amisulpride,41306146
amisulpride,41318286
amisulpride,41318287
amisulpride,41318288
amisulpride,41318289
amisulpride,41318290
amisulpride,41318292
amisulpride,41318293
amisulpride,41318294
amisulpride,41318295
amisulpride,41318296
amisulpride,41318297
amisulpride,41318298
amisulpride,41318299
amisulpride,41318300
amisulpride,41318301
amisulpride,41325091
amisulpride,41325092
amisulpride,41325093
amisulpride,41325094
amisulpride,41325095
amisulpride,41325097
amisulpride,41325098
amisulpride,41325099
amisulpride,41325100
amisulpride,41325101
amisulpride,41325102
amisulpride,41325103
amisulpride,41401728
amisulpride,41401729
amisulpride,41402120
amisulpride,41402181
amisulpride,41402303
amisulpride,41402473
amisulpride,41402565
amisulpride,41403011
amisulpride,42481908
amisulpride,42657657
